ID,Name,DOB,Gender,Occupation,Arrest_Count
2408,Kabir Babu,1997-02-11,Male,Labourer,0
2409,Rayaan Kurian,2003-03-01,Male,Unknown,5
2410,Timothy Kannan,1982-08-12,Male,Mechanic,0
2411,Harsh Rana,1971-02-20,Male,Mechanic,0
2412,Kala Saraf,1985-08-19,Female,Unknown,1
2413,Wakeeta Chander,1994-04-19,Female,Labourer,1
2414,Victor Goyal,1972-07-13,Male,Farmer,1
2415,Yatan Gole,2004-08-12,Male,Vendor,1
2416,Advaith Mukherjee,1971-08-20,Male,Private Employee,4
2417,Ronith Guha,1965-04-10,Male,Vendor,0
2418,Balendra Sandhu,1977-03-27,Male,Mason,1
2419,Saksham Chaudhry,1996-05-24,Male,Farmer,0
2420,Abeer Chaudhry,1986-04-06,Male,Labourer,1
2421,Advaith Choudhary,1961-06-20,Male,Tailor,9
2422,Dominic Kothari,1966-03-27,Male,Unemployed,1
2423,Ekbal Arya,1961-03-09,Male,Electrician,0
2424,Omkaar Chada,1974-04-25,Male,Security Guard,1
2425,Wakeeta Sawhney,1971-08-25,Female,Electrician,1
2426,Noah Srinivas,1971-01-23,Male,Vendor,1
2427,Ayaan Loke,2003-04-01,Male,Daily Wage Worker,1
2428,Advaith Basu,1967-07-18,Male,Labourer,1
2429,Charan Vaidya,1988-10-21,Male,Labourer,1
2430,Aachal Kapur,1962-03-07,Female,Cook,1
2431,Tanay Rajan,1970-07-30,Male,Unknown,0
2432,Luke Kara,2007-02-14,Male,Mason,1
2433,Dayita Swamy,1972-02-01,Female,Unknown,1
2434,Jasmit Chaudry,1979-09-22,Female,Student,1
2435,Balvan Nath,1968-08-07,Male,Painter,0
2436,Brijesh Bassi,2001-09-07,Male,Unknown,1
2437,Hemal Sangha,1996-08-24,Female,Student,0
2438,Gautam Sandal,1970-10-08,Male,Labourer,0
2439,Luke Pall,1967-08-15,Male,Tailor,0
2440,Zaid Pillay,1978-08-10,Male,Labourer,0
2441,Aarnav Dixit,2005-03-06,Other,Vendor,0
2442,Nathaniel Divan,1987-02-16,Male,Tailor,1
2443,William Bhavsar,1968-03-31,Male,Unemployed,0
2444,Liam Dhillon,1966-09-14,Male,Unknown,0
2445,Devansh Gopal,1986-09-30,Male,Farmer,6
2446,Nathaniel Talwar,1989-05-22,Male,Student,9
2447,Triveni Nath,1969-12-14,Female,Mechanic,1
2448,Rehaan Sahota,1997-12-05,Male,Painter,12
2449,Yatin Walia,1997-01-13,Male,Painter,1
2450,Rehaan Chacko,2000-01-30,Male,Electrician,0
2451,Imaran Chahal,1976-07-20,Male,Student,0
2452,Aarav Jani,1961-09-18,Male,Private Employee,1
2453,Urvi Deol,1968-01-16,Other,Tailor,10
2454,Owen Patel,1970-01-11,Male,Farmer,0
2455,Victor Dhawan,1998-01-28,Male,Cook,0
2456,Jairaj Kade,1975-10-31,Male,Vendor,5
2457,Ekapad Dalal,2007-11-23,Male,Shopkeeper,0
2458,Ranbir Bal,2007-12-02,Male,Security Guard,0
2459,Quincy Bhagat,2008-04-11,Male,Tailor,1
2460,Balhaar Sood,2000-12-18,Male,Security Guard,1
2461,Amruta Din,1985-05-27,Female,Daily Wage Worker,1
2462,Chaaya Konda,1965-10-16,Female,Farmer,1
2463,Sathvik Doctor,1972-12-17,Male,Mechanic,1
2464,Ekaraj Wable,2008-01-31,Male,Electrician,1
2465,Vrinda Sabharwal,1983-07-03,Female,Farmer,1
2466,Abeer Mangat,1968-02-13,Male,Vendor,0
2467,Ayushman Balay,2001-08-29,Male,Unemployed,1
2468,Zayan Dyal,1961-04-15,Male,Business,1
2469,Siddharth Sha,1998-04-04,Male,Farmer,1
2470,Zashil Mohan,1976-01-06,Male,Student,0
2471,Farhan Magar,1966-10-21,Male,Vendor,1
2472,Dev Kakar,1987-10-18,Male,Private Employee,1
2473,Imaran Ramanathan,1973-01-17,Male,Unknown,0
2474,Vivaan Sood,1981-11-10,Male,Mason,0
2475,Ranveer Gala,1964-04-07,Male,Farmer,0
2476,Simon Hayer,1978-11-30,Male,Painter,1
2477,Charles Brahmbhatt,1985-03-24,Male,Private Employee,0
2478,Amrita Khatri,1979-10-02,Female,Security Guard,6
2479,Chatresh Bhattacharyya,1974-12-20,Male,Farmer,1
2480,Mohammed Guha,1998-02-02,Male,Auto Driver,1
2481,Amol Khosla,1978-11-12,Male,Unknown,1
2482,Anthony Sule,1963-08-28,Male,Mason,10
2483,Nisha Chander,1981-07-19,Female,Unemployed,0
2484,Pranav Mandal,1987-08-22,Male,Farmer,1
2485,Nakul Raman,1984-10-05,Male,Daily Wage Worker,1
2486,Chanakya Narula,1988-04-06,Male,Tailor,1
2487,Zayan Doctor,1962-02-27,Male,Mason,1
2488,William Barad,1980-04-15,Male,Farmer,0
2489,Faqid Sheth,1965-11-27,Male,Unemployed,0
2490,Jack Kale,2006-12-02,Male,Private Employee,1
2491,Faris Thaker,1995-09-06,Male,Driver,1
2492,Vanya Deep,1983-08-14,Female,Tailor,0
2493,Pranit Sankar,1963-04-09,Male,Unemployed,6
2494,Jagdish Joshi,2002-01-31,Male,Private Employee,1
2495,Faraj Tank,1967-03-06,Male,Student,1
2496,Ekbal More,1997-10-12,Male,Private Employee,1
2497,Zaid Chandra,1991-07-01,Male,Farmer,0
2498,Frado Merchant,1971-07-15,Male,Security Guard,1
2499,Logan Patla,1984-08-05,Male,Security Guard,1
2500,Balendra Gola,1991-11-25,Male,Driver,0
2501,Warjas Kunda,1990-08-18,Male,Mechanic,0
2502,Diya Sura,1963-03-30,Female,Unemployed,0
2503,Luke Rattan,1988-05-19,Male,Mason,0
2504,Thomas Peri,1995-06-03,Male,Unknown,1
2505,Rachit Chacko,2006-12-21,Male,Business,0
2506,Yashica Sengupta,1978-06-07,Female,Farmer,0
2507,Barkha Konda,2008-03-01,Female,Mason,0
2508,Faras Cheema,1980-04-29,Male,Mechanic,8
2509,Fariq Rastogi,1965-07-06,Male,Business,0
2510,Rishi Shere,2006-01-30,Male,Farmer,0
2511,Owen Shukla,1992-06-05,Male,Electrician,0
2512,Chatura Chada,1972-10-24,Male,Cook,1
2513,Rushil Sant,1974-02-13,Male,Tailor,8
2514,Nitesh Bhattacharyya,1982-02-20,Male,Mason,1
2515,Xavier Kala,2008-05-03,Male,Daily Wage Worker,0
2516,Dakshesh Mallick,1991-06-25,Male,Painter,0
2517,Faras Singhal,1970-06-13,Male,Daily Wage Worker,1
2518,Nathaniel Balay,2001-06-13,Male,Farmer,0
2519,Bhavani Pathak,1989-10-25,Female,Auto Driver,2
2520,Hredhaan Bhagat,1974-12-09,Male,Auto Driver,3
2521,Siddharth Madan,1977-09-13,Male,Mason,0
2522,Benjamin Dhar,1965-04-05,Male,Daily Wage Worker,0
2523,Samaksh Bumb,1980-11-06,Male,Vendor,1
2524,Shaurya Vohra,1975-02-12,Male,Farmer,1
2525,George Bhagat,1966-11-02,Male,Auto Driver,0
2526,Onveer Mishra,1971-09-29,Male,Private Employee,0
2527,Priya Saini,1993-04-27,Female,Security Guard,0
2528,Faris Sarkar,1984-09-06,Male,Daily Wage Worker,0
2529,Abdul Issac,1965-11-03,Male,Labourer,1
2530,Neel Nadig,1961-07-06,Male,Security Guard,1
2531,Veer Divan,1994-07-14,Male,Labourer,1
2532,Deepa Ray,1978-06-06,Female,Cook,0
2533,Umang Dass,2003-09-17,Male,Farmer,1
2534,Chanakya Bansal,1975-06-04,Male,Vendor,1
2535,Shivansh Ganesan,2001-06-10,Male,Daily Wage Worker,0
2536,Janaki Pall,1974-10-27,Female,Business,1
2537,Abhimanyu Prabhakar,1985-04-21,Male,Cook,0
2538,Matthew Mohanty,1994-09-18,Male,Painter,0
2539,Zaid Shah,1988-09-21,Male,Labourer,1
2540,Patrick Pandey,1997-06-18,Male,Driver,1
2541,Oliver Comar,1972-07-05,Male,Daily Wage Worker,1
2542,Priya Prakash,1972-08-01,Other,Cook,1
2543,Urmi Raj,1979-12-11,Female,Mason,1
2544,Lucky Chaudhary,1966-07-05,Male,Unemployed,1
2545,Chanchal Babu,2002-06-26,Female,Farmer,1
2546,Charles Taneja,2002-12-31,Male,Vendor,0
2547,Tristan Thakur,2000-02-06,Male,Shopkeeper,0
2548,Maanav Salvi,1974-12-19,Male,Business,0
2549,Utkarsh Raj,1968-05-03,Male,Business,6
2550,Wahab Dash,1984-05-28,Male,Unemployed,0
2551,Samuel Randhawa,1961-01-24,Male,Business,7
2552,Isaac Tripathi,1979-11-06,Male,Labourer,4
2553,Kevin Mohanty,1988-10-07,Male,Business,0
2554,Aahana Sachdeva,1962-10-09,Female,Daily Wage Worker,5
2555,Agastya Dube,1986-01-09,Male,Driver,0
2556,Oliver Garde,1999-06-26,Male,Vendor,1
2557,Jai Raman,1973-08-28,Male,Farmer,1
2558,Atharv Sanghvi,1969-04-26,Male,Student,1
2559,Harini Rau,1982-03-13,Female,Shopkeeper,0
2560,Tejas Kashyap,1967-04-29,Male,Painter,1
2561,Zayyan Dani,2003-07-08,Male,Business,1
2562,Kalpit Dutt,1982-06-27,Male,Mason,1
2563,Chakradhar Chander,1962-04-17,Male,Cook,1
2564,Abdul Dua,1962-06-10,Male,Vendor,1
2565,Rayaan Bakshi,1969-06-06,Male,Painter,0
2566,Rachita Grover,1976-11-10,Female,Painter,4
2567,Manthan Hari,1996-12-24,Male,Business,1
2568,Ranbir Lad,2005-05-29,Male,Tailor,1
2569,Laksh Butala,1970-05-01,Male,Mason,12
2570,Charan Choudhry,1991-10-16,Male,Cook,0
2571,Chatresh Dhar,1979-10-08,Male,Daily Wage Worker,0
2572,Gautam Chander,1965-10-24,Male,Farmer,1
2573,Pratyush Johal,1987-02-21,Male,Unemployed,11
2574,Yatan Bains,1988-09-13,Male,Unemployed,0
2575,Yagnesh Bose,1974-11-09,Male,Security Guard,12
2576,Raghav Murthy,2003-08-30,Male,Shopkeeper,1
2577,Faris Gole,1980-11-16,Male,Labourer,0
2578,Gaurav Balay,1968-07-10,Male,Labourer,0
2579,Oscar Sule,2002-05-01,Male,Auto Driver,1
2580,Fariq Vig,1977-11-12,Male,Cook,0
2581,Inaya Balan,1997-01-07,Female,Business,0
2582,Yochana Vala,1970-11-30,Female,Tailor,1
2583,Rajata Contractor,1975-04-24,Female,Farmer,0
2584,Nihal Devi,1975-07-03,Male,Auto Driver,0
2585,Dev Loyal,1979-03-04,Male,Business,0
2586,Irya Chanda,1984-04-07,Female,Security Guard,1
2587,Vivaan Tandon,1990-03-22,Male,Farmer,1
2588,Gopal Krishna,1972-04-25,Male,Business,1
2589,Logan Ramaswamy,1967-07-20,Male,Business,12
2590,Gayathri Jha,1993-09-29,Female,Electrician,7
2591,Vansha Sampath,2001-02-15,Female,Electrician,1
2592,Nathaniel Chokshi,2001-11-15,Male,Student,0
2593,Tanish Iyengar,1999-02-21,Male,Cook,0
2594,Rachit Bhatt,1991-02-16,Male,Shopkeeper,1
2595,Anay Vaidya,1977-10-07,Male,Shopkeeper,1
2596,Nandini Wali,1984-07-08,Female,Driver,1
2597,Alexander Contractor,1972-10-15,Male,Security Guard,0
2598,Tanish Grewal,1984-11-21,Male,Cook,1
2599,Balhaar Kale,2005-04-02,Male,Private Employee,1
2600,Quincy Dhillon,1981-12-11,Male,Mason,2
2601,Aarna Nagar,2007-05-21,Female,Student,0
2602,Nitesh Kala,1992-03-19,Male,Security Guard,0
2603,Viraj Bhatti,1986-10-14,Other,Auto Driver,4
2604,Hitesh Vyas,1975-05-07,Male,Mason,1
2605,Maya Borde,1999-08-09,Female,Unemployed,0
2606,Teerth Nadkarni,1982-05-01,Male,Driver,1
2607,Guneet Bawa,1994-02-27,Male,Labourer,1
2608,Arin Maharaj,1989-03-18,Male,Electrician,0
2609,David Sethi,1972-03-11,Male,Security Guard,1
2610,Rehaan Khalsa,1999-10-09,Male,Student,0
2611,Lucky Badami,2004-05-07,Male,Labourer,0
2612,Vihaan Mane,1969-06-19,Male,Shopkeeper,1
2613,Andrew Walla,1996-06-11,Male,Unknown,0
2614,Om Babu,1965-04-10,Male,Cook,0
2615,Champak Sagar,1981-01-11,Male,Security Guard,1
2616,Nathan Pal,1987-10-16,Male,Tailor,0
2617,Naksh Tak,2002-03-20,Male,Mason,0
2618,Ronith Misra,2007-12-10,Male,Cook,0
2619,Yatin Dara,1985-12-28,Male,Unemployed,1
2620,Akshay Kapur,1963-10-20,Male,Business,1
2621,Ekaraj Cheema,1982-07-08,Male,Vendor,4
2622,Jeevika Garde,1966-07-15,Female,Driver,0
2623,Raksha Yogi,1960-11-18,Female,Cook,0
2624,Kai Bassi,1968-02-02,Male,Farmer,1
2625,Max Borde,1978-06-29,Male,Unemployed,1
2626,Ranveer Madan,2008-02-03,Male,Unemployed,10
2627,Ekantika Sharma,1968-09-15,Female,Private Employee,0
2628,Nathaniel Divan,2000-04-18,Male,Driver,0
2629,Udant Das,1996-01-20,Male,Driver,0
2630,Waida Suri,1979-08-21,Female,Security Guard,1
2631,Wyatt Kara,1966-10-17,Male,Farmer,10
2632,Manbir Butala,1984-07-27,Male,Vendor,1
2633,Harshil Brahmbhatt,1965-08-29,Male,Auto Driver,2
2634,Ayushman Kala,1961-06-10,Male,Mechanic,1
2635,Vivaan Rajan,1973-05-02,Male,Labourer,0
2636,Charles Oak,1974-09-30,Male,Mason,1
2637,Nachiket Setty,2005-02-20,Male,Tailor,9
2638,Zayyan Cherian,1969-05-25,Male,Vendor,1
2639,Qabil Rajan,1991-05-03,Male,Unemployed,0
2640,Ryan Guha,1965-03-21,Male,Auto Driver,0
2641,Pallavi Gala,2007-04-01,Other,Labourer,0
2642,Dalaja Din,1991-12-01,Female,Driver,9
2643,Christopher Khosla,1961-09-04,Male,Unemployed,0
2644,Rachit Loke,1962-06-29,Other,Shopkeeper,1
2645,Upkaar Pandey,1978-08-14,Male,Driver,10
2646,Brijesh Pandya,1989-11-28,Male,Vendor,0
2647,Faqid Ranganathan,1994-09-21,Male,Business,1
2648,Yashoda Nath,1964-03-01,Female,Auto Driver,1
2649,Laban Pingle,1967-03-16,Male,Tailor,0
2650,Rayaan Sami,1973-09-29,Male,Painter,1
2651,Girindra Rau,1972-07-26,Male,Mechanic,0
2652,Yatin Venkataraman,1990-01-19,Male,Tailor,1
2653,Aryan Kothari,1968-02-08,Male,Shopkeeper,5
2654,Dakshesh Bera,1962-12-23,Male,Electrician,0
2655,Jagdish Bhatti,1996-10-04,Male,Unemployed,1
2656,Lakshit Kara,2002-10-02,Male,Driver,11
2657,Rohan Ramaswamy,1967-06-10,Male,Labourer,1
2658,Krish Tandon,1974-07-18,Male,Auto Driver,0
2659,Harsh Palan,2003-11-21,Male,Tailor,6
2660,Maanas Aggarwal,1966-12-17,Male,Vendor,1
2661,Yashasvi Sood,1981-04-28,Female,Daily Wage Worker,0
2662,Frederick Murty,2006-12-02,Male,Private Employee,1
2663,Geetika Grover,1983-02-24,Female,Unemployed,1
2664,Ekta Arya,2005-11-14,Female,Business,1
2665,Tanish Natt,1961-12-18,Male,Unknown,1
2666,Kevin Bose,1972-03-01,Male,Mason,0
2667,Patrick Som,2000-03-25,Male,Labourer,1
2668,Yash Kota,1992-09-14,Male,Auto Driver,1
2669,Arin Badal,1999-02-24,Male,Mason,6
2670,Ishaan Vohra,1994-10-14,Male,Daily Wage Worker,0
2671,Ethan Chandra,1967-05-09,Male,Unknown,1
2672,Oviya Sethi,1993-12-08,Female,Electrician,1
2673,Kabir Sur,1977-10-19,Male,Unemployed,1
2674,Veer Arya,1984-07-17,Male,Tailor,0
2675,Ojas Vasa,2005-09-23,Male,Driver,1
2676,Dayita Madan,2007-03-20,Female,Electrician,1
2677,Ethan Roy,1975-07-15,Male,Security Guard,12
2678,Pranav Tank,1962-08-26,Male,Unemployed,0
2679,Tanveer Parsa,1974-08-02,Male,Cook,1
2680,Gunbir Purohit,2004-01-05,Male,Auto Driver,6
2681,Mahika Sengupta,1996-05-27,Female,Labourer,1
2682,Kevin Palla,1983-01-31,Male,Unemployed,1
2683,Sathvik Majumdar,1981-08-06,Male,Cook,0
2684,Ansh Venkatesh,2008-04-22,Male,Private Employee,1
2685,Darsh Sant,1991-07-06,Male,Painter,0
2686,Maanas Choudhary,1961-02-11,Male,Vendor,1
2687,Falak Shukla,2006-11-19,Female,Vendor,1
2688,Maanav Gaba,1981-03-18,Male,Student,1
2689,Mitali Bhattacharyya,1980-08-08,Female,Unknown,11
2690,Utkarsh Baria,1975-05-03,Male,Private Employee,1
2691,Diya Bera,1993-10-12,Female,Mason,0
2692,Aarnav Sani,1984-07-08,Male,Shopkeeper,0
2693,Arya Krishnamurthy,1969-12-02,Female,Auto Driver,1
2694,Lucky Thakkar,2005-10-27,Male,Farmer,0
2695,Caleb Madan,1970-04-03,Male,Cook,1
2696,Tarak Buch,1980-05-02,Male,Unknown,0
2697,Amol Solanki,1984-09-05,Male,Vendor,1
2698,Reyansh Sami,1987-09-16,Male,Farmer,1
2699,Kalpit Mittal,2001-03-05,Male,Painter,1
2700,Gabriel Sarin,2006-09-30,Male,Driver,1
2701,Ekaraj Iyengar,1977-07-24,Male,Electrician,0
2702,Sathvik Iyengar,1981-01-12,Male,Shopkeeper,0
2703,Brijesh Mishra,1999-02-09,Male,Painter,0
2704,Gavin Prashad,1990-04-12,Male,Business,0
2705,Ekapad Vyas,1990-08-14,Male,Painter,0
2706,Zayan Parmar,1992-06-02,Male,Mechanic,1
2707,Tanay Shukla,1989-02-28,Male,Farmer,1
2708,Vihaan Bala,1998-07-31,Male,Shopkeeper,1
2709,Shivansh Chakrabarti,1970-02-11,Male,Student,0
2710,Jairaj Vala,1985-12-08,Male,Cook,1
2711,Manan Bera,1987-04-08,Male,Mason,0
2712,Saksham Ahuja,1992-01-16,Male,Farmer,1
2713,Avi Chad,1964-04-08,Male,Farmer,0
2714,Chatresh Nath,2000-12-28,Male,Vendor,1
2715,Maanav Subramaniam,2007-07-17,Male,Painter,1
2716,Azaan Dara,2000-04-30,Male,Student,0
2717,Harsh Varty,1970-05-10,Male,Labourer,1
2718,Ekansh Kapoor,2006-07-12,Male,Electrician,1
2719,Matthew Mukhopadhyay,1960-12-26,Male,Unknown,0
2720,Harish Contractor,1965-02-11,Male,Security Guard,1
2721,Faraj Dara,1995-12-03,Male,Mason,0
2722,Krishna Jayaraman,1967-08-07,Female,Unemployed,0
2723,Advik Tiwari,1990-10-01,Male,Daily Wage Worker,1
2724,Ayaan Dara,1980-12-15,Male,Business,1
2725,Wyatt Gour,1976-07-14,Male,Electrician,0
2726,Theodore Dasgupta,1989-12-20,Male,Daily Wage Worker,0
2727,Alka Goyal,1970-03-10,Female,Daily Wage Worker,5
2728,Frederick Vaidya,2008-02-27,Male,Cook,0
2729,Wazir Srinivasan,1980-04-13,Male,Unemployed,0
2730,Chandresh Tailor,1985-07-18,Male,Labourer,1
2731,Shivani Raju,2008-01-09,Female,Unknown,1
2732,Vincent Saha,1989-06-16,Male,Electrician,0
2733,Akshay Mander,1991-08-26,Male,Farmer,1
2734,Robert Apte,2000-01-20,Male,Driver,1
2735,Anay Saxena,1963-06-13,Male,Farmer,0
2736,Ekaraj Sidhu,1991-09-27,Male,Auto Driver,1
2737,Aayush Dutt,1984-11-21,Male,Private Employee,0
2738,Owen Vohra,1987-02-17,Male,Private Employee,0
2739,Gagan Doshi,1984-06-28,Male,Cook,0
2740,Veda Dey,1979-06-28,Female,Labourer,1
2741,Shravya Bir,2004-06-12,Female,Auto Driver,1
2742,Raghav Sodhi,2001-10-10,Male,Security Guard,1
2743,Zehaan Vora,1978-03-10,Male,Mechanic,0
2744,Ojasvi Pall,2000-04-27,Female,Mechanic,3
2745,Bahadurjit Bath,1962-07-22,Male,Mechanic,0
2746,Jack Char,2005-10-26,Male,Daily Wage Worker,0
2747,Zaid Soni,1982-07-28,Male,Security Guard,0
2748,Kashish Cheema,1972-05-21,Female,Auto Driver,1
2749,Shivansh Bhatt,1964-10-05,Male,Mason,1
2750,Dakshesh Barad,1965-07-04,Male,Auto Driver,6
2751,Rachit Balan,1972-05-23,Male,Electrician,1
2752,Chatura Sengupta,1986-03-31,Male,Electrician,0
2753,Harish Hayre,1977-09-23,Male,Mason,1
2754,Urvashi Mangal,1975-11-22,Female,Security Guard,0
2755,Faris Saraf,1996-07-06,Male,Daily Wage Worker,1
2756,Caleb Bajwa,2003-05-11,Male,Private Employee,1
2757,Harsh Bandi,1970-02-10,Male,Electrician,1
2758,Radha Reddy,1999-03-22,Female,Daily Wage Worker,0
2759,Onkar Goyal,2006-12-25,Male,Unemployed,1
2760,Girish Johal,1999-05-12,Male,Student,0
2761,Yamini Pandey,1984-10-21,Female,Private Employee,10
2762,Bahadurjit Sarna,1989-08-21,Male,Labourer,0
2763,Balendra Brar,1969-03-15,Male,Private Employee,0
2764,Chandresh Dalal,1994-06-26,Male,Cook,0
2765,Charan Zachariah,1983-01-25,Other,Tailor,0
2766,Isaac Mann,1977-08-27,Male,Student,1
2767,Praneel Bir,1971-04-16,Male,Tailor,0
2768,Baljiwan Warrior,1999-09-13,Male,Labourer,0
2769,Zashil Muni,1987-09-18,Male,Security Guard,6
2770,Christopher Sinha,1978-06-13,Male,Auto Driver,0
2771,Amol Nigam,1989-03-23,Male,Farmer,1
2772,Harish Natt,1964-08-03,Male,Shopkeeper,1
2773,Ishani Narayan,2005-09-08,Female,Driver,8
2774,Jacob Tak,1965-07-05,Male,Tailor,0
2775,Oscar Bobal,1988-11-14,Male,Unknown,0
2776,Wakeeta Dayal,1978-12-15,Female,Business,1
2777,Charles Banik,1994-05-04,Male,Labourer,1
2778,Parth Sankar,1993-01-17,Male,Daily Wage Worker,1
2779,Ishaan Bail,1964-04-24,Male,Painter,8
2780,Guneet Warrior,2001-12-06,Male,Security Guard,0
2781,Aditya Subramaniam,1964-02-04,Male,Security Guard,1
2782,Ranbir Dass,1989-10-15,Male,Farmer,0
2783,Ekapad D’Alia,1990-05-08,Male,Auto Driver,1
2784,Qarin Pandey,1973-09-22,Male,Business,0
2785,Tejas Bhardwaj,1976-10-02,Male,Student,1
2786,Chakradhar Anne,1976-01-02,Male,Driver,11
2787,Aradhana Aurora,1977-07-21,Female,Cook,0
2788,Balvan Bhandari,1969-03-03,Male,Security Guard,1
2789,Gautam Mandal,1963-07-10,Male,Shopkeeper,11
2790,Parth Konda,1980-06-11,Male,Labourer,0
2791,Rushil Srinivas,2005-04-18,Male,Security Guard,1
2792,Brinda Bose,1977-07-28,Female,Auto Driver,1
2793,Yug Parikh,1975-07-16,Male,Driver,1
2794,Matthew Peri,1998-01-26,Male,Mason,2
2795,Jason Vyas,1978-10-02,Male,Farmer,1
2796,Yashasvi Chawla,1964-03-22,Female,Farmer,8
2797,Samesh Sunder,1979-08-03,Male,Cook,1
2798,Harsh Devan,1996-01-01,Male,Business,6
2799,Michael Kade,1968-11-24,Male,Daily Wage Worker,1
2800,Ekavir Banik,1976-07-18,Male,Student,10
2801,Utkarsh Comar,1961-12-30,Male,Vendor,1
2802,Anay Madan,1979-06-18,Male,Mechanic,0
2803,Mason Chad,1964-08-11,Male,Security Guard,8
2804,Rehaan Tandon,1961-10-30,Male,Security Guard,2
2805,Rehaan Sawhney,1963-07-27,Male,Mechanic,0
2806,Harshil Raghavan,1973-02-04,Male,Private Employee,11
2807,Atharv Mody,1962-09-05,Male,Student,12
2808,Agastya Nayar,1978-05-31,Male,Auto Driver,0
2809,Amrita Om,2002-11-04,Female,Daily Wage Worker,1
2810,Tanay Bhandari,1967-12-24,Male,Business,1
2811,Mitali Warrior,1992-02-02,Female,Tailor,0
2812,Kalpit Gaba,1986-06-30,Male,Shopkeeper,5
2813,Jagat Deo,1961-07-31,Male,Daily Wage Worker,0
2814,Laksh Chada,1977-07-22,Male,Unknown,1
2815,Om Rana,1963-03-05,Male,Unknown,1
2816,Pratyush Luthra,2005-05-29,Male,Labourer,0
2817,Abeer Dash,1981-06-06,Male,Shopkeeper,9
2818,Libni Gola,1990-09-30,Female,Private Employee,2
2819,Abhiram Sarraf,1961-02-24,Male,Electrician,1
2820,Andrew Parmer,1993-03-23,Male,Cook,0
2821,Samarth Bhardwaj,1999-12-27,Male,Mason,1
2822,Lakshit Murthy,1964-11-26,Male,Cook,0
2823,Hemangini Kuruvilla,1979-05-04,Female,Mechanic,1
2824,Yug Datta,1976-01-09,Male,Painter,1
2825,Ethan Bawa,1976-05-19,Male,Daily Wage Worker,1
2826,Anirudh Gour,2007-02-14,Male,Student,7
2827,Nitara Barman,1998-03-17,Female,Vendor,0
2828,Azaan Lad,1978-01-24,Male,Mechanic,0
2829,Qushi Zachariah,1963-08-04,Female,Labourer,1
2830,Parth Chopra,1965-10-26,Male,Labourer,1
2831,Daksh Vaidya,1965-10-26,Male,Vendor,0
2832,Harsh Nanda,1999-05-12,Male,Unemployed,1
2833,Sarthak Bora,2004-03-24,Male,Daily Wage Worker,0
2834,Megha Dhar,1962-03-24,Female,Labourer,1
2835,Jagvi Nayak,1988-04-27,Other,Electrician,1
2836,Wahab Menon,2002-11-13,Male,Tailor,0
2837,Faris Pillay,1963-08-01,Male,Shopkeeper,0
2838,Falguni Bal,1967-10-11,Female,Shopkeeper,3
2839,Naksh Vaidya,1995-02-16,Male,Unemployed,1
2840,Tanveer Radhakrishnan,2000-03-13,Other,Mechanic,0
2841,Falan Raj,2004-09-22,Male,Private Employee,0
2842,Brinda Kapur,1999-01-09,Female,Unknown,1
2843,Darsh Wable,1964-01-18,Male,Mason,0
2844,Thomas Nadig,1978-11-12,Male,Cook,6
2845,Manan Kohli,1982-11-30,Male,Electrician,11
2846,Pratyush Kashyap,1991-07-26,Male,Cook,0
2847,Dalbir Khosla,1990-10-30,Male,Tailor,1
2848,Pratyush Buch,1984-07-01,Male,Driver,1
2849,Pratyush Sule,2001-09-24,Male,Driver,0
2850,Udarsh Sahota,1976-03-07,Male,Unknown,0
2851,Jason Reddy,2006-06-02,Male,Labourer,1
2852,Kalpit Mangat,1983-10-16,Male,Auto Driver,0
2853,Daniel Bumb,1988-05-06,Male,Shopkeeper,1
2854,Zayyan Divan,1999-09-29,Male,Student,1
2855,Hardik Gole,1991-06-12,Male,Mechanic,0
2856,Fiyaz Dara,1989-01-12,Male,Business,1
2857,Wahab Chaudhuri,1969-02-23,Male,Security Guard,1
2858,Tanveer Bajwa,2007-07-04,Male,Cook,0
2859,Balhaar Deo,1995-08-02,Male,Unknown,0
2860,Pahal Pandya,1969-03-21,Other,Painter,1
2861,Jai Memon,1968-08-24,Male,Cook,1
2862,Om Chokshi,1963-08-17,Male,Mechanic,1
2863,Peter Sen,1988-05-15,Male,Farmer,0
2864,Tejas Mann,1993-01-05,Male,Electrician,1
2865,Gavin Upadhyay,1966-04-01,Male,Unknown,1
2866,Aarush Pingle,2006-05-29,Male,Vendor,0
2867,Ranveer Nagi,1990-05-24,Male,Security Guard,0
2868,Logan Chatterjee,1976-05-08,Male,Vendor,1
2869,Yatin Om,1963-11-01,Male,Labourer,1
2870,Luke Naidu,1986-09-07,Male,Painter,1
2871,Hemal Dhar,1963-05-27,Female,Daily Wage Worker,1
2872,Tanveer Venkataraman,1979-06-26,Male,Mason,0
2873,Chandran Palan,1979-12-05,Male,Cook,8
2874,Daniel Mani,1979-03-08,Male,Unknown,0
2875,Theodore Kapur,1972-01-26,Male,Student,0
2876,Leela Cherian,1976-04-24,Female,Unknown,0
2877,Ekavir Char,1974-08-16,Male,Unemployed,1
2878,Akshay Baral,1997-04-13,Male,Shopkeeper,1
2879,Aarush Suresh,1962-04-20,Male,Electrician,4
2880,Harsh Manda,1999-06-01,Male,Student,0
2881,Tristan Verma,1969-02-18,Male,Mechanic,0
2882,Manbir Choudhary,1968-09-16,Male,Tailor,1
2883,Tarak Tak,1978-06-13,Male,Student,1
